0.005000,0.002917
0.010000,0.005833
0.015000,0.008748
0.020000,0.011663
0.025000,0.014575
0.030000,0.017486
0.035000,0.020395
0.040000,0.023301
0.045000,0.026204
0.050000,0.029104
0.055000,0.031999
0.060000,0.034891
0.065000,0.037778
0.070000,0.040660
0.075000,0.043536
0.080000,0.046407
0.085000,0.049272
0.090000,0.052130
0.095000,0.054981
0.100000,0.057825
0.105000,0.060661
0.110000,0.063489
0.115000,0.066308
0.120000,0.069118
0.125000,0.071920
0.130000,0.074711
0.135000,0.077492
0.140000,0.080262
0.145000,0.083022
0.150000,0.085770
0.155000,0.088506
0.160000,0.091230
0.165000,0.093942
0.170000,0.096640
0.175000,0.099325
0.180000,0.101996
0.185000,0.104653
0.190000,0.107295
0.195000,0.109922
0.200000,0.112533
0.205000,0.115128
0.210000,0.117707
0.215000,0.120269
0.220000,0.122814
0.225000,0.125341
0.230000,0.127850
0.235000,0.130340
0.240000,0.132811
0.245000,0.135263
0.250000,0.137695
0.255000,0.140107
0.260000,0.142497
0.265000,0.144867
0.270000,0.147215
0.275000,0.149541
0.280000,0.151845
0.285000,0.154125
0.290000,0.156382
0.295000,0.158616
0.300000,0.160825
0.305000,0.163009
0.310000,0.165168
0.315000,0.167301
0.320000,0.169408
0.325000,0.171489
0.330000,0.173543
0.335000,0.175569
0.340000,0.177567
0.345000,0.179537
0.350000,0.181478
0.355000,0.183390
0.360000,0.185272
0.365000,0.187124
0.370000,0.188945
0.375000,0.190734
0.380000,0.192493
0.385000,0.194219
0.390000,0.195912
0.395000,0.197573
0.400000,0.199200
0.405000,0.200792
0.410000,0.202351
0.415000,0.203874
0.420000,0.205362
0.425000,0.206815
0.430000,0.208230
0.435000,0.209609
0.440000,0.210951
0.445000,0.212254
0.450000,0.213520
0.455000,0.214746
0.460000,0.215934
0.465000,0.217081
0.470000,0.218188
0.475000,0.219255
0.480000,0.220280
0.485000,0.221263
0.490000,0.222204
0.495000,0.223103
0.500000,0.223958
0.505000,0.224769
0.510000,0.225536
0.515000,0.226259
0.520000,0.226936
0.525000,0.227567
0.530000,0.228152
0.535000,0.228691
0.540000,0.229182
0.545000,0.229625
0.550000,0.230020
0.555000,0.230366
0.560000,0.230663
0.565000,0.230910
0.570000,0.231106
0.575000,0.231252
0.580000,0.231346
0.585000,0.231389
0.590000,0.231379
0.595000,0.231316
0.600000,0.231200
0.605000,0.231029
0.610000,0.230804
0.615000,0.230524
0.620000,0.230189
0.625000,0.229797
0.630000,0.229349
0.635000,0.228843
0.640000,0.228280
0.645000,0.227658
0.650000,0.226978
0.655000,0.226239
0.660000,0.225439
0.665000,0.224579
0.670000,0.223659
0.675000,0.222677
0.680000,0.221632
0.685000,0.220526
0.690000,0.219356
0.695000,0.218122
0.700000,0.216825
0.705000,0.215462
0.710000,0.214034
0.715000,0.212541
0.720000,0.210981
0.725000,0.209354
0.730000,0.207659
0.735000,0.205897
0.740000,0.204065
0.745000,0.202165
0.750000,0.200195
0.755000,0.198154
0.760000,0.196043
0.765000,0.193860
0.770000,0.191606
0.775000,0.189278
0.780000,0.186878
0.785000,0.184404
0.790000,0.181855
0.795000,0.179232
0.800000,0.176533
0.805000,0.173758
0.810000,0.170907
0.815000,0.167978
0.820000,0.164972
0.825000,0.161888
0.830000,0.158724
0.835000,0.155481
0.840000,0.152158
0.845000,0.148755
0.850000,0.145270
0.855000,0.141703
0.860000,0.138054
0.865000,0.134322
0.870000,0.130507
0.875000,0.126607
0.880000,0.122622
0.885000,0.118553
0.890000,0.114397
0.895000,0.110154
0.900000,0.105825
0.905000,0.101408
0.910000,0.096902
0.915000,0.092307
0.920000,0.087623
0.925000,0.082849
0.930000,0.077984
0.935000,0.073027
0.940000,0.067979
0.945000,0.062838
0.950000,0.057604
0.955000,0.052276
0.960000,0.046853
0.965000,0.041336
0.970000,0.035722
0.975000,0.030013
0.980000,0.024207
0.985000,0.018303
0.990000,0.012301
0.995000,0.006200
