0.010000,0.005833
0.020000,0.011662
0.030000,0.017486
0.040000,0.023301
0.050000,0.029103
0.060000,0.034890
0.070000,0.040659
0.080000,0.046407
0.090000,0.052129
0.100000,0.057824
0.110000,0.063488
0.120000,0.069118
0.130000,0.074710
0.140000,0.080262
0.150000,0.085769
0.160000,0.091230
0.170000,0.096639
0.180000,0.101995
0.190000,0.107294
0.200000,0.112532
0.210000,0.117706
0.220000,0.122813
0.230000,0.127848
0.240000,0.132810
0.250000,0.137694
0.260000,0.142496
0.270000,0.147214
0.280000,0.151843
0.290000,0.156381
0.300000,0.160823
0.310000,0.165166
0.320000,0.169407
0.330000,0.173541
0.340000,0.177566
0.350000,0.181477
0.360000,0.185270
0.370000,0.188943
0.380000,0.192491
0.390000,0.195911
0.400000,0.199198
0.410000,0.202349
0.420000,0.205361
0.430000,0.208229
0.440000,0.210949
0.450000,0.213518
0.460000,0.215932
0.470000,0.218187
0.480000,0.220278
0.490000,0.222203
0.500000,0.223956
0.510000,0.225535
0.520000,0.226934
0.530000,0.228151
0.540000,0.229180
0.550000,0.230018
0.560000,0.230661
0.570000,0.231105
0.580000,0.231345
0.590000,0.231377
0.600000,0.231198
0.610000,0.230803
0.620000,0.230187
0.630000,0.229347
0.640000,0.228278
0.650000,0.226977
0.660000,0.225438
0.670000,0.223657
0.680000,0.221631
0.690000,0.219354
0.700000,0.216823
0.710000,0.214033
0.720000,0.210979
0.730000,0.207658
0.740000,0.204064
0.750000,0.200194
0.760000,0.196042
0.770000,0.191604
0.780000,0.186877
0.790000,0.181854
0.800000,0.176532
0.810000,0.170906
0.820000,0.164971
0.830000,0.158723
0.840000,0.152158
0.850000,0.145269
0.860000,0.138054
0.870000,0.130506
0.880000,0.122622
0.890000,0.114396
0.900000,0.105824
0.910000,0.096901
0.920000,0.087623
0.930000,0.077983
0.940000,0.067978
0.950000,0.057603
0.960000,0.046853
0.970000,0.035722
0.980000,0.024206
0.990000,0.012301
